stuID,schID,gender,pre_region,trans_stu,trans_pa,pre_frendship_1a,pre_frendship_2a,pre_frendship_3a,pre_frendship_4a,pre_frendship_5a,pre_frendship_1b,pre_frendship_2b,pre_frendship_3b,pre_frendship_4b,pre_frendship_5b,pre_frendship_6b,post_frendship_1a,post_frendship_2a,post_frendship_3a,post_frendship_4a,post_frendship_5a,post_frendship_1b,post_frendship_2b,post_frendship_3b,post_frendship_4b,post_frendship_5b,post_frendship_6b,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,enthu_pa_6,enthu_pa_7,enthu_pa_8,enthu_pa_9,enthu_pa_10,enthu_pa_11,SES,prefer_Hsch,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,academic_abil,trans_Y1
6100,1208,1,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3,2,3,3,3,3,3,2,3,2,2,2,3,2,5,4,2,4,4,4,3,4,5,3,2,500,-5,0,0,0,0,0,0,0,0,206.6666667,0
6101,1208,1,3,2,2,5,4,4,5,5,5,5,4,5,5,5,4,4,4,5,4,3,4,4,4,2,5,4,3,4,4,4,2,2,2,4,2,4,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,4,4,3,3,900,3,0,0,1,0,0,0,0,0,205,0
6102,1208,1,3,2,2,4,3,3,4,3,2,2,1,2,1,2,4,3,3,4,3,4,3,1,3,1,4,3,3,3,3,4,2,2,2,2,2,3,4,4,4,2,4,3,4,4,3,3,3,4,4,4,3,4,3,3,2,540,4,0,0,0,1,0,0,0,0,236,0
6103,1208,1,3,2,2,3,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,3,4,3,3,4,4,4,3,4,4,-1,3,3,3,1,3,4,5,4,4,4,3,2,-1,4,0,0,0,1,0,0,0,0,212.6666667,0
6104,1208,1,3,2,2,3,3,2,4,3,3,3,3,3,4,2,4,3,3,4,3,5,5,3,4,5,5,3,4,4,3,4,4,3,3,3,3,5,5,5,5,5,5,3,4,4,4,5,5,5,4,1,2,4,5,4,3,400,1,1,0,0,0,0,0,0,0,178.3333333,1
6105,1208,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,500,1,1,0,0,0,0,0,0,0,220.3333333,0
6106,1208,1,3,2,2,5,4,3,4,4,3,3,3,3,3,4,3,3,3,3,4,3,2,3,3,4,3,4,5,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,4,4,3,5,3,4,3,500,4,0,0,0,1,0,0,0,0,211,0
6107,1208,2,3,2,2,4,4,3,4,4,4,5,5,5,5,3,4,4,3,5,3,4,4,4,4,4,3,4,3,3,4,3,3,3,2,2,4,4,4,4,3,3,3,3,4,3,4,5,3,5,4,4,4,-1,5,4,3,400,2,0,1,0,0,0,0,0,0,154,0
6108,1208,2,3,2,2,4,4,3,4,3,3,2,3,3,2,2,4,3,3,4,3,3,3,4,3,3,4,3,2,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,2,3,4,2,1,3,3,3,1,200,2,0,1,0,0,0,0,0,0,172,1
6109,1208,1,,2,2,,,,,,,,,,,,4,4,3,4,3,4,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,#DIV/0!,
6110,1209,1,3,2,2,3,4,4,4,3,4,4,3,5,3,5,4,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,3,3,4,4,2,2,2,3,3,3,2,4,4,3,400,1,1,0,0,0,0,0,0,0,234.6666667,0
6111,1209,1,3,2,2,5,5,5,5,4,4,4,3,4,4,5,4,4,5,5,4,4,4,4,4,4,4,5,5,4,4,4,4,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,500,1,1,0,0,0,0,0,0,0,246.3333333,1
6112,1209,1,3,2,2,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,400,4,0,0,0,1,0,0,0,0,235.6666667,0
6113,1248,2,3,1,1,5,5,5,5,4,5,5,5,5,5,3,5,4,5,5,4,4,4,3,4,4,4,5,5,5,4,5,5,5,5,5,3,5,4,4,4,3,4,5,4,4,4,2,1,4,3,3,2,4,5,5,3,600,3,0,0,1,0,0,0,0,0,220,1
6114,1209,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,4,4,4,3,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,390,1,1,0,0,0,0,0,0,0,217,1
6115,1209,2,3,2,2,5,4,4,5,3,4,4,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,4,3,4,5,3,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,500,1,1,0,0,0,0,0,0,0,201,1
6116,1209,2,3,2,2,5,5,4,4,5,4,4,5,5,5,5,3,3,4,4,3,3,3,3,3,3,3,5,5,4,5,4,3,3,3,3,3,3,2,3,3,2,3,3,3,3,4,2,3,4,3,3,3,3,4,4,1,1200,3,0,0,1,0,0,0,0,0,192.6666667,3
6117,1209,1,3,2,2,5,5,4,5,5,2,3,5,3,4,3,5,4,5,5,4,4,4,5,4,4,4,3,4,4,5,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,1,500,3,0,0,1,0,0,0,0,0,207,1
6118,1209,1,3,2,2,3,4,4,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,2,2,3,4,3,3,2,4,3,4,4,3,3,3,3,3,4,3,5,4,3,3,3,4,4,4,3,3,1500,3,0,0,1,0,0,0,0,0,210.3333333,1
6119,1209,1,3,2,2,5,4,5,5,5,4,4,2,4,4,5,4,4,4,5,5,4,4,3,4,4,4,4,5,5,4,4,2,1,2,2,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,2,4,3,3,3,600,6,0,0,0,0,0,1,0,0,246.3333333,1
6120,1209,1,3,2,2,4,3,4,-1,-1,3,3,2,3,3,3,4,3,3,3,3,4,3,2,3,4,3,3,3,3,2,2,3,2,2,2,2,3,4,4,4,4,5,3,4,3,3,3,3,4,4,4,3,4,5,4,2,700,1,1,0,0,0,0,0,0,0,219,1
6121,1209,1,3,2,2,4,5,4,4,4,4,4,4,4,3,4,5,5,5,5,4,5,5,5,5,5,5,4,4,3,5,5,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,1000,1,1,0,0,0,0,0,0,0,213,1
6122,1209,1,3,2,2,5,2,2,5,2,4,3,3,4,4,4,5,5,4,5,4,3,2,1,2,4,5,3,2,3,3,3,4,3,2,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,640,1,1,0,0,0,0,0,0,0,204.3333333,1
6123,1209,1,3,2,2,3,4,5,5,5,4,4,3,5,4,5,4,4,3,3,4,4,4,3,3,5,4,5,5,2,5,5,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,3,2,3,4,3,4,4,5,4,2,600,1,1,0,0,0,0,0,0,0,194,1
6124,1209,1,3,2,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,3,2,3,4,3,4,4,4,4,2,600,-1,0,0,0,0,0,0,0,0,185.3333333,1
6125,1209,1,3,2,2,5,5,3,5,3,4,4,4,4,5,5,5,4,1,5,3,5,5,4,1,5,3,3,2,5,3,4,5,4,4,4,3,4,4,4,4,3,3,4,4,4,3,5,3,2,3,2,2,4,4,4,3,-1,1,1,0,0,0,0,0,0,0,184.3333333,2
6126,1209,1,3,2,,5,3,4,5,3,3,3,1,3,4,4,5,5,5,5,4,3,3,3,3,4,3,4,3,3,3,3,4,4,4,4,4,4,3,4,4,3,4,3,3,4,3,2,2,4,1,3,2,3,4,4,3,200,7,0,0,0,0,0,0,1,0,142.6666667,1
6127,1209,1,3,2,2,5,5,5,5,3,3,3,3,3,4,3,5,5,5,5,5,3,3,3,3,3,5,5,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,3,3,3,2,4,3,3,400,4,0,0,0,1,0,0,0,0,231.3333333,1
6128,1209,1,3,2,2,5,5,4,5,4,3,4,4,4,5,4,5,5,5,5,4,5,5,5,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1200,1,1,0,0,0,0,0,0,0,194.6666667,2
6129,1209,1,3,2,2,5,3,3,4,3,3,3,3,3,3,3,5,4,4,5,4,4,4,4,3,4,3,4,3,3,2,4,3,2,2,2,2,3,3,3,4,3,3,4,4,3,3,2,3,4,4,4,3,2,4,4,3,550,3,0,0,1,0,0,0,0,0,187.6666667,1
6130,1209,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,3,2,3,3,3,3,4,4,4,4,4,4,4,4,5,4,2,3,5,3,3,4,4,3,2,750,1,1,0,0,0,0,0,0,0,214,1
6131,1209,2,3,2,2,5,4,4,4,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,4,2,3,3,4,4,4,3,4,3,3,3,3,3,4,3,3,2,2,4,3,3,2,800,3,0,0,1,0,0,0,0,0,228.3333333,1
6132,1209,2,3,2,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,3,3,5,5,5,5,4,4,4,3,4,3,4,4,3,4,5,3,1,4,4,4,4,4,5,3,3,350,3,0,0,1,0,0,0,0,0,214.3333333,1
6133,1209,2,3,2,2,5,5,5,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,2,4,4,3,2,2,2,5,5,2,340,3,0,0,1,0,0,0,0,0,172,2
6134,1209,2,3,2,2,3,3,4,3,3,4,3,1,4,1,5,5,3,5,5,4,2,5,1,3,1,4,4,3,4,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,2,3,4,3,5,2,3,1,300,2,0,1,0,0,0,0,0,0,170.3333333,1
6135,1209,1,3,2,2,2,1,3,3,1,1,1,1,1,1,1,4,3,2,4,5,5,5,5,5,5,5,3,3,3,4,3,5,5,4,4,4,5,3,3,5,3,5,5,5,5,4,5,4,4,4,2,2,4,5,5,1,600,4,0,0,0,1,0,0,0,0,196.3333333,1
6136,1209,1,3,2,2,3,3,2,4,5,3,3,4,4,2,3,5,5,4,4,4,4,4,3,3,5,3,4,3,4,3,4,5,4,4,3,4,4,4,4,5,3,4,4,4,4,4,5,4,5,4,5,4,5,5,4,4,700,3,0,0,1,0,0,0,0,0,228.6666667,1
6137,1209,1,3,2,2,5,5,5,5,5,5,5,3,5,3,4,4,4,4,5,5,4,4,3,4,3,4,5,4,4,5,4,5,4,4,4,4,4,4,4,5,3,4,4,4,5,3,4,3,4,3,2,2,4,4,3,2,700,1,1,0,0,0,0,0,0,0,218.6666667,1
6138,2202,1,3,1,1,4,4,4,4,4,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,3,3,3,3,4,4,4,3,400,1,1,0,0,0,0,0,0,0,198.3333333,1
6139,1209,2,3,2,2,5,4,3,5,4,3,5,5,5,5,4,5,4,4,4,3,3,4,5,4,5,5,4,3,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,2,4,4,3,3,4,3,3,2,450,1,1,0,0,0,0,0,0,0,205,1
6140,1209,2,3,2,2,5,4,5,5,5,5,5,5,4,5,5,5,3,4,5,4,2,2,4,3,5,4,3,3,3,3,5,4,3,4,4,4,4,3,3,4,3,4,4,3,4,3,2,4,4,4,4,3,2,4,4,4,600,5,0,0,0,0,1,0,0,0,165.6666667,1
6141,1209,2,3,2,2,5,4,5,5,4,4,4,4,4,4,4,5,5,3,5,5,4,3,4,5,5,5,4,4,3,4,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,3,4,3,4,3,3,3,4,4,4,3,600,1,1,0,0,0,0,0,0,0,236.3333333,1
6142,1209,2,3,2,2,5,3,5,5,4,3,3,4,3,3,3,5,4,5,5,3,3,3,3,3,3,4,3,4,4,4,4,4,5,4,3,1,2,4,4,4,3,3,4,3,4,4,5,3,4,5,3,2,5,5,3,1,500,6,0,0,0,0,0,1,0,0,244.3333333,1
6143,1209,2,3,2,2,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,3,4,5,4,2,4,2,4,3,3,2,3,3,2,3,3,3,4,4,3,2,2,2,2,3,4,1,700,1,1,0,0,0,0,0,0,0,197.6666667,1
6144,1210,1,3,2,2,4,3,3,5,4,3,3,2,2,2,2,4,3,3,4,4,3,3,3,3,3,4,4,5,4,4,3,3,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,3,3,3,4,4,4,4,3,450,1,1,0,0,0,0,0,0,0,230,1
6145,1210,1,3,2,2,5,4,4,4,4,4,4,3,4,4,4,4,4,3,5,4,4,3,3,4,2,3,5,4,3,5,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,4,2,3,4,5,4,3,470,4,0,0,0,1,0,0,0,0,193,0
6146,1210,2,3,2,2,3,2,3,4,3,3,4,3,5,2,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,2,3,3,3,3,3,3,4,2,3,3,3,3,2,3,2,2,3,2,4,2,3,3,4,300,2,0,1,0,0,0,0,0,0,145,0
6147,1210,2,3,2,2,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,3,4,4,2,4,4,4,4,4,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,4,3,3,1,500,1,1,0,0,0,0,0,0,0,192,1
6148,1210,2,3,2,2,5,4,5,5,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,2,3,3,3,3,4,5,5,4,5,3,3,4,3,2,3,4,3,3,4,5,5,5,2,460,1,1,0,0,0,0,0,0,0,164,0
6149,1210,1,3,2,2,5,5,5,5,4,5,5,4,4,4,4,5,4,4,5,4,4,4,5,5,5,5,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,5,3,5,5,4,3,5,4,3,3,160,1,1,0,0,0,0,0,0,0,174.6666667,2
6150,1210,1,3,2,2,4,3,3,4,-1,4,4,3,3,1,2,3,3,3,4,3,4,4,3,3,2,2,1,2,1,4,3,4,1,3,5,2,4,3,4,4,3,3,4,4,4,3,4,2,3,3,4,4,4,4,4,4,450,8,0,0,0,0,0,0,0,1,166,0
6151,1210,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,3,3,2,3,2,3,2,4,3,3,4,3,3,4,3,3,4,4,4,3,3,2,2,3,4,3,3,4,4,3,190,5,0,0,0,0,1,0,0,0,167,0
6152,1210,1,3,2,2,3,4,5,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,4,4,3,2,3,3,3,3,2,3,3,2,3,2,2,2,5,4,4,4,4,4,5,1,1000,5,0,0,0,0,1,0,0,0,198.3333333,0
6153,1210,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,4,3,4,3,3,3,2,2,3,5,4,4,4,5,5,4,4,4,4,5,5,4,4,5,4,3,5,5,5,4,4,5,4,3,125,1,1,0,0,0,0,0,0,0,155.6666667,0
6154,1210,2,3,2,2,5,5,5,5,5,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,3,4,2,4,5,3,3,4,4,3,4,3,4,4,3,3,4,3,3,3,4,3,4,4,4,4,4,4,3,2,1000,1,1,0,0,0,0,0,0,0,216.6666667,0
6155,1210,2,3,2,2,5,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,4,5,5,5,5,5,3,3,2,4,4,3,3,3,4,3,3,3,3,3,3,4,3,3,3,4,3,2,3,4,3,4,3,4,4,2,600,1,1,0,0,0,0,0,0,0,210,0
6156,1210,2,3,2,2,3,4,4,4,4,3,3,2,3,5,4,4,3,3,4,4,4,3,4,4,4,5,3,3,3,4,3,3,4,4,4,3,4,4,4,4,4,3,3,4,4,3,5,5,4,4,4,4,4,4,4,3,270,1,1,0,0,0,0,0,0,0,194.3333333,0
6157,1210,2,3,2,2,5,5,5,5,4,4,4,4,5,5,5,4,3,4,5,4,4,4,4,4,5,3,5,4,5,5,5,4,3,4,4,3,4,4,4,5,3,4,4,3,4,5,5,4,4,5,4,4,5,5,5,3,400,3,0,0,1,0,0,0,0,0,225.6666667,1
6158,1210,2,3,2,2,4,4,4,4,4,5,5,2,3,3,5,5,4,3,5,4,3,5,5,5,5,5,5,5,5,5,5,3,2,3,2,3,4,3,3,3,3,3,3,3,3,2,2,3,4,2,1,3,2,4,4,2,-1,1,1,0,0,0,0,0,0,0,208,0
6159,1210,2,3,2,2,5,4,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,4,5,5,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,1,3,4,4,3,4,4,3,3,420,-5,0,0,0,0,0,0,0,0,215,0
6160,1210,2,3,2,2,5,3,5,5,4,5,5,5,5,5,5,5,3,3,5,4,5,4,2,4,2,4,1,1,4,4,1,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,1,1,3,2,2,5,5,5,1,-1,1,1,0,0,0,0,0,0,0,156.3333333,0
6161,1210,2,3,2,2,5,3,5,5,4,2,3,3,2,5,2,4,3,4,4,4,3,3,3,3,3,3,5,3,5,5,5,1,3,4,3,1,2,1,2,2,2,1,1,1,2,3,5,3,4,4,3,4,4,3,3,2,350,6,0,0,0,0,0,1,0,0,240.3333333,0
6162,1210,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,2,3,3,3,4,2,3,2,150,8,0,0,0,0,0,0,0,1,173,2
6163,1210,1,3,2,2,5,5,4,4,4,4,4,4,4,5,3,4,4,3,4,4,4,4,3,3,3,3,3,3,2,1,2,4,4,5,4,2,3,3,4,4,3,3,4,3,3,4,2,1,2,3,3,4,3,3,3,2,500,5,0,0,0,0,1,0,0,0,168.6666667,1
6164,1210,1,3,2,2,5,4,3,5,3,4,4,2,5,5,4,4,3,4,5,4,3,4,4,3,4,4,5,3,4,5,5,4,3,5,2,5,5,4,5,3,4,3,5,5,4,1,1,1,1,4,1,4,5,5,3,1,250,5,0,0,0,0,1,0,0,0,140.3333333,3
6165,1210,1,3,2,2,5,3,4,4,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,3,4,3,4,4,4,3,300,1,1,0,0,0,0,0,0,0,217.3333333,0
6166,1210,1,3,2,2,3,4,2,3,3,2,2,2,2,2,2,4,4,5,4,5,4,5,1,3,4,3,3,3,2,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,4,2,3,2,3,4,1,-1,1,1,0,0,0,0,0,0,0,119,1
6167,1210,1,3,2,2,4,4,3,3,4,3,4,3,3,2,4,4,4,3,4,3,4,3,1,2,1,1,2,2,2,2,2,2,2,3,3,2,4,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200,1,1,0,0,0,0,0,0,0,158.3333333,2
6168,1210,2,3,2,2,5,4,4,4,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,3,5,4,3,5,5,3,2,4,3,2,3,3,3,3,3,3,3,3,3,4,3,2,4,4,4,4,4,4,4,4,380,4,0,0,0,1,0,0,0,0,198,0
6169,1210,2,3,2,2,4,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,1,1,2,2,3,3,3,4,3,2,400,1,1,0,0,0,0,0,0,0,162.6666667,0
6170,1210,2,3,2,2,5,4,4,5,3,3,3,3,5,5,5,4,3,3,4,3,3,3,4,4,4,5,3,3,2,1,4,3,2,3,3,2,4,3,4,3,4,4,4,4,3,3,3,3,3,4,3,3,4,4,4,3,450,5,0,0,0,0,1,0,0,0,196,0
6171,2218,1,3,1,1,5,5,4,5,5,4,5,5,5,1,1,5,4,5,5,4,3,3,1,3,1,3,4,5,5,3,3,4,3,3,4,4,3,3,3,4,3,4,3,3,3,3,4,3,3,4,3,3,3,4,4,3,480,1,1,0,0,0,0,0,0,0,193.3333333,1
6172,1210,1,3,2,2,5,3,3,5,4,5,4,2,3,2,4,5,5,4,5,4,4,3,3,3,2,3,5,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,220,6,0,0,0,0,0,1,0,0,155,0
6173,1210,2,3,2,2,5,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,3,4,3,3,3,3,5,3,4,5,4,5,4,4,4,4,4,5,5,4,5,5,4,4,3,4,3,3,4,5,3,3,4,4,3,3,500,1,1,0,0,0,0,0,0,0,196.3333333,0
6174,1210,2,3,2,2,4,3,3,4,3,3,3,2,2,2,3,5,5,3,5,3,3,4,3,3,4,3,4,4,2,4,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,2,2,3,4,4,4,3,4,4,2,300,1,1,0,0,0,0,0,0,0,195,0
6175,1210,2,3,2,2,5,4,3,5,5,2,3,1,3,2,5,5,4,3,4,4,4,4,1,5,2,3,5,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,2,350,1,1,0,0,0,0,0,0,0,162.6666667,0
6176,1210,1,3,2,2,5,4,4,4,4,3,3,2,2,3,3,4,4,4,5,4,5,3,3,4,4,4,4,4,5,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,3,900,4,0,0,0,1,0,0,0,0,211,1
6177,1210,1,3,2,2,5,5,5,5,5,3,3,3,3,3,3,5,5,3,2,4,3,4,3,4,4,3,4,4,3,5,5,5,5,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,4,4,4,3,5,4,4,3,470,1,1,0,0,0,0,0,0,0,152,1
6178,1210,1,3,2,2,2,3,2,2,1,1,1,1,1,1,1,2,3,3,2,3,3,2,2,2,1,3,1,3,1,1,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,2,4,4,3,4,3,4,3,3,150,1,1,0,0,0,0,0,0,0,143.3333333,0
6179,2200,1,3,1,1,5,5,4,5,4,5,4,4,4,5,5,5,5,5,5,5,4,4,3,5,4,4,5,5,5,5,5,3,3,4,4,3,4,3,3,4,3,4,3,3,4,3,4,3,4,5,4,5,4,4,4,2,720,4,0,0,0,1,0,0,0,0,202,0
6180,1210,2,3,2,2,5,4,5,5,4,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,2,2,4,3,3,3,3,4,4,3,-1,1,1,0,0,0,0,0,0,0,201,0
6181,1210,1,3,2,2,5,4,3,5,3,3,2,2,2,1,5,5,5,3,5,5,5,5,2,5,5,5,5,5,5,3,5,4,5,4,3,4,4,4,4,4,3,3,4,3,3,3,3,2,4,3,3,2,3,4,4,2,460,3,0,0,1,0,0,0,0,0,193.3333333,0
6182,1210,1,3,2,2,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,4,5,4,3,4,5,5,5,3,3,4,4,4,5,5,1,5,5,2,4,5,5,4,1,500,6,0,0,0,0,0,1,0,0,178,0
6183,1210,2,3,2,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,5,4,3,3,4,4,3,3,3,4,3,2,3,3,2,-1,4,3,5,3,4,4,4,4,450,1,1,0,0,0,0,0,0,0,203.6666667,0
6184,1210,2,3,2,2,5,4,4,4,4,3,3,4,4,3,4,4,4,3,4,4,4,3,3,4,3,4,5,4,4,5,4,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,-1,4,4,4,680,1,1,0,0,0,0,0,0,0,207.3333333,0
6186,1211,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,750,6,0,0,0,0,0,1,0,0,214,0
6187,1211,2,3,2,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,5,4,5,4,3,1,3,5,4,2,3,3,4,1,-1,1,1,0,0,0,0,0,0,0,219.6666667,1
6188,1211,2,3,2,2,5,5,5,5,5,4,4,4,4,4,4,5,4,5,5,4,3,3,4,4,5,5,5,5,2,5,5,3,2,3,4,3,4,4,3,3,3,4,3,4,3,4,3,3,5,4,4,4,4,4,4,4,400,3,0,0,1,0,0,0,0,0,187.3333333,0
6189,1211,2,3,2,2,4,3,4,3,4,4,4,4,5,5,5,5,3,3,4,4,3,3,3,3,5,3,2,1,3,2,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,4,4,4,3,212,1,1,0,0,0,0,0,0,0,195.3333333,0
6190,1211,2,3,2,2,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,3,3,4,4,4,4,4,5,5,4,3,3,3,3,4,3,4,4,4,3,4,4,4,4,4,3,5,4,4,3,3,5,5,3,300,5,0,0,0,0,1,0,0,0,170.6666667,0
6191,1211,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,4,5,5,5,5,4,4,5,5,2,2,1,3,2,3,3,3,4,3,3,4,4,4,4,4,5,4,4,5,3,4,3,3,2,400,3,0,0,1,0,0,0,0,0,217,0
6192,1211,1,3,2,2,5,4,5,5,5,4,3,4,3,5,5,5,4,5,5,4,4,4,3,4,3,5,4,4,3,5,5,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,2,300,1,1,0,0,0,0,0,0,0,171,2
