stuID,schID,gender,pre_region,trans_stu,trans_pa,pre_frendship_1a,pre_frendship_2a,pre_frendship_3a,pre_frendship_4a,pre_frendship_5a,pre_frendship_1b,pre_frendship_2b,pre_frendship_3b,pre_frendship_4b,pre_frendship_5b,pre_frendship_6b,post_frendship_1a,post_frendship_2a,post_frendship_3a,post_frendship_4a,post_frendship_5a,post_frendship_1b,post_frendship_2b,post_frendship_3b,post_frendship_4b,post_frendship_5b,post_frendship_6b,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,enthu_pa_6,enthu_pa_7,enthu_pa_8,enthu_pa_9,enthu_pa_10,enthu_pa_11,SES,prefer_Hsch,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,academic_abil,trans_Y1,multicultur_per,sch_SES,sch_academic_abil
5740,1195,2,3,2,2,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,4,3,3,3,2,200,1,1,0,0,0,0,0,0,0,119,1,21.34831461,,
5741,1196,1,4,2,2,5,4,5,5,5,5,4,4,5,4,5,5,5,5,5,4,5,4,5,5,4,5,4,5,4,5,5,4,4,3,4,3,4,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,300,1,1,0,0,0,0,0,0,0,184.3333333,0,28.57142857,,
5742,1196,2,4,2,2,4,3,3,3,3,3,3,3,3,3,3,5,5,5,5,4,5,5,5,5,5,5,3,3,3,4,4,4,4,4,3,5,5,4,4,4,4,5,4,5,5,4,5,3,5,4,2,4,5,5,4,4,200,2,0,1,0,0,0,0,0,0,189,0,28.57142857,,
5743,1196,1,4,2,2,4,4,4,4,4,4,4,4,4,3,4,5,5,5,5,5,4,4,4,4,5,5,5,5,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,2,2,4,4,4,1,-1,4,0,0,0,1,0,0,0,0,188.3333333,0,28.57142857,,
5744,1196,1,4,2,2,4,4,4,4,3,4,4,4,4,3,4,5,5,5,5,5,4,4,4,4,3,5,3,4,3,3,3,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,2,4,4,2,200,1,1,0,0,0,0,0,0,0,193.3333333,1,28.57142857,,
5745,1196,1,4,2,2,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,4,3,5,4,5,5,5,5,5,5,5,5,5,3,3,2,3,3,3,3,4,4,4,3,330,1,1,0,0,0,0,0,0,0,193.6666667,0,28.57142857,,
5746,1196,1,4,2,2,5,5,5,5,5,3,3,3,4,4,5,5,5,5,5,5,4,5,5,5,5,5,3,3,3,2,3,4,3,3,3,4,4,4,4,4,3,4,4,4,4,3,4,3,3,2,3,2,4,2,3,3,300,1,1,0,0,0,0,0,0,0,179,0,28.57142857,,
5747,1196,1,4,2,2,5,5,5,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,2,4,2,4,1,4,3,1,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,300,1,1,0,0,0,0,0,0,0,187.3333333,0,28.57142857,,
5748,1196,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,3,2,2,2,1,3,2,2,3,1,158,1,1,0,0,0,0,0,0,0,188.6666667,0,28.57142857,,
5749,1196,2,4,2,2,5,3,3,5,3,3,3,2,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,3,4,5,5,4,4,4,3,4,5,4,4,3,3,2,3,3,2,3,3,3,3,3,250,2,0,1,0,0,0,0,0,0,191.6666667,0,28.57142857,,
5750,1197,1,4,2,2,5,3,3,5,3,2,2,2,2,2,2,4,3,3,4,3,4,3,3,3,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,-1,3,3,200,1,1,0,0,0,0,0,0,0,161.3333333,1,12.16216216,,
5751,1197,1,4,2,2,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,3,2,3,3,3,3,3,4,3,3,4,3,4,3,3,2,3,4,3,4,4,3,2,2,600,4,0,0,0,1,0,0,0,0,176.3333333,0,12.16216216,,
5752,1197,2,4,2,2,4,4,4,5,4,3,3,3,4,5,5,3,2,2,3,1,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,5,4,4,5,3,3,4,4,4,3,2,2,4,4,4,3,5,4,4,4,500,1,1,0,0,0,0,0,0,0,161.3333333,0,12.16216216,,
5753,1197,2,4,2,2,3,3,3,5,4,4,4,4,4,4,4,4,3,4,5,5,4,4,4,4,4,4,5,5,4,5,5,3,3,3,3,3,3,4,4,4,3,4,3,3,4,4,5,3,4,4,4,4,4,4,4,4,500,4,0,0,0,1,0,0,0,0,200.3333333,0,12.16216216,,
5754,1197,2,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,300,1,1,0,0,0,0,0,0,0,208.6666667,0,12.16216216,,
5755,1197,1,4,2,2,4,3,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,5,5,5,4,4,3,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,1,2,3,4,4,4,4,200,1,1,0,0,0,0,0,0,0,189.3333333,0,12.16216216,,
5756,1197,2,4,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,2,3,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,3,300,3,0,0,1,0,0,0,0,0,178.3333333,0,12.16216216,,
5757,1197,2,4,2,2,4,4,4,4,4,4,4,3,3,2,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,3,300,3,0,0,1,0,0,0,0,0,223.6666667,0,12.16216216,,
5758,1197,2,4,2,2,5,5,5,5,3,3,3,3,3,3,1,5,4,4,5,3,4,4,3,3,3,3,5,5,5,5,5,3,3,4,2,-1,3,3,3,4,3,4,4,4,3,2,4,2,3,4,2,4,3,4,4,3,300,5,0,0,0,0,1,0,0,0,174.3333333,1,12.16216216,,
5759,1197,1,4,2,2,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,4,4,2,400,4,0,0,0,1,0,0,0,0,195.6666667,1,12.16216216,,
5760,1197,1,4,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,2,2,4,4,4,4,4,4,5,3,3,4,4,4,3,3,4,5,5,4,5,5,3,500,4,0,0,0,1,0,0,0,0,187.6666667,1,12.16216216,,
5761,1197,2,4,2,2,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,3,3,3,3,3,3,2,3,3,3,4,4,4,3,3,3,4,4,4,3,3,2,4,4,3,5,3,5,3,3,-1,1,1,0,0,0,0,0,0,0,135.6666667,0,12.16216216,,
5762,1197,1,4,2,2,3,4,4,5,-1,4,3,4,4,4,2,5,5,5,5,4,4,4,3,3,5,5,4,3,4,5,5,4,4,3,4,4,4,4,4,4,3,5,4,4,4,3,4,3,4,3,3,2,4,5,4,3,-1,1,1,0,0,0,0,0,0,0,176.6666667,0,12.16216216,,
5763,1197,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,3,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,4,4,4,4,3,3,4,3,3,3,-5,3,3,4,2,2,3,3,3,2,200,1,1,0,0,0,0,0,0,0,187,0,12.16216216,,
5764,1197,1,4,2,2,4,3,3,4,5,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,2,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,4,4,2,500,1,1,0,0,0,0,0,0,0,187.6666667,0,12.16216216,,
5765,1197,2,4,2,2,4,4,4,3,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,3,4,4,4,3,4,4,3,4,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,4,4,2,250,4,0,0,0,1,0,0,0,0,216.6666667,0,12.16216216,,
5766,1197,1,4,2,2,5,5,5,5,4,3,3,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,2,4,2,2,4,4,2,4,3,2,3,4,4,2,3,2,2,4,4,2,2,4,4,3,2,200,3,0,0,1,0,0,0,0,0,137.6666667,0,12.16216216,,
5767,1197,1,4,2,2,4,4,3,4,3,3,3,3,3,4,4,3,4,3,4,4,3,3,3,3,3,4,4,3,3,3,4,3,1,1,1,3,3,4,3,3,3,4,4,3,3,3,5,4,4,5,3,4,4,5,4,1,200,1,1,0,0,0,0,0,0,0,201,0,12.16216216,,
5768,1197,2,4,2,2,4,4,4,4,4,3,3,4,3,2,4,3,3,3,4,3,5,5,2,4,1,5,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,320,1,1,0,0,0,0,0,0,0,240.3333333,0,12.16216216,,
5769,1197,2,4,2,2,3,3,3,4,2,2,2,2,2,3,5,4,4,3,4,3,4,4,4,4,4,4,4,3,2,3,3,3,2,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,4,1,200,1,1,0,0,0,0,0,0,0,189.3333333,0,12.16216216,,
5770,1197,2,4,2,2,3,3,3,3,4,4,4,4,4,4,5,4,3,4,4,4,3,3,3,4,3,3,5,4,3,3,4,4,4,3,4,3,5,4,5,4,3,5,4,5,4,4,4,3,5,4,4,3,2,3,4,3,800,-5,0,0,0,0,0,0,0,0,202.3333333,0,12.16216216,,
5771,2163,1,4,1,1,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,2,3,4,4,3,4,4,4,4,700,5,0,0,0,0,1,0,0,0,163.3333333,0,#VALUE!,,
5772,1197,1,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,2,4,4,4,200,1,1,0,0,0,0,0,0,0,151.6666667,1,12.16216216,,
5773,1197,1,4,2,2,5,5,5,5,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,-1,3,3,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,3,4,3,3,3,120,1,1,0,0,0,0,0,0,0,219,0,12.16216216,,
5774,1197,1,4,2,2,3,3,4,5,3,3,3,4,3,2,4,3,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,3,2,3,3,3,3,4,4,3,3,3,3,3,3,2,2,2,2,3,2,2,2,3,3,2,120,1,1,0,0,0,0,0,0,0,220.6666667,0,12.16216216,,
5775,1197,1,4,2,2,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,2,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,500,1,1,0,0,0,0,0,0,0,136,0,12.16216216,,
5776,1197,1,4,2,2,5,3,3,5,4,3,3,1,3,2,5,5,5,4,5,5,5,5,5,5,5,5,4,3,2,2,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,2,2,4,3,2,3,4,4,3,1,400,1,1,0,0,0,0,0,0,0,160.6666667,0,12.16216216,,
5777,1197,1,4,2,2,4,4,3,4,4,3,3,3,3,3,3,5,4,4,4,4,3,3,3,3,3,4,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,5,5,5,1,4,3,4,4,2,500,1,1,0,0,0,0,0,0,0,165.6666667,0,12.16216216,,
5778,1197,2,4,2,2,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,3,2,3,3,2,120,1,1,0,0,0,0,0,0,0,197.3333333,0,12.16216216,,
5779,1197,2,4,2,2,4,5,3,4,3,3,2,3,3,3,3,4,4,4,4,3,3,3,4,4,5,4,2,2,2,2,2,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,5,3,2,270,2,0,1,0,0,0,0,0,0,170.6666667,0,12.16216216,,
5780,1197,2,4,2,2,5,5,4,5,3,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,3,3,4,4,3,4,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,3,3,3,3,2,-1,1,1,0,0,0,0,0,0,0,156,0,12.16216216,,
5781,1197,2,4,2,2,3,3,3,3,3,3,3,1,2,3,3,5,4,4,5,4,4,3,3,4,3,5,4,3,4,3,4,3,5,2,3,2,3,3,4,3,3,3,3,4,3,3,4,1,3,5,4,5,3,3,3,2,1300,1,1,0,0,0,0,0,0,0,207,0,12.16216216,,
5782,1197,2,4,2,2,5,5,5,5,4,4,4,3,4,4,4,5,5,5,5,5,4,5,4,4,4,4,5,5,5,5,4,4,3,3,2,2,3,4,4,4,4,4,4,4,4,4,5,2,4,4,4,5,4,4,3,2,-1,1,1,0,0,0,0,0,0,0,198,0,12.16216216,,
5783,1197,2,4,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,2,2,3,3,5,3,4,4,5,4,4,3,2,2,2,1,1,4,4,3,3,3,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,600,-1,0,0,0,0,0,0,0,0,177.3333333,-1,12.16216216,,
5784,1197,1,4,2,2,4,3,3,5,4,4,3,3,3,3,4,5,5,4,5,4,5,5,5,5,5,4,4,4,2,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,2,5,5,5,5,5,3,3,4,5,5,3,400,1,1,0,0,0,0,0,0,0,164.3333333,0,12.16216216,,
5785,1197,1,4,2,2,2,3,2,4,2,3,4,2,5,2,1,3,3,3,4,3,4,4,4,5,5,5,2,1,1,2,3,5,3,3,4,3,4,4,4,4,3,3,3,3,3,2,4,2,3,3,2,2,4,4,4,2,350,1,1,0,0,0,0,0,0,0,109.6666667,0,12.16216216,,
5786,1197,2,4,2,2,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,4,2,3,2,4,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,1,1,3,2,1,4,3,4,4,1,350,1,1,0,0,0,0,0,0,0,187.3333333,0,12.16216216,,
5787,1197,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,4,5,4,1,3,3,5,5,5,5,4,4,4,4,4,4,2,3,2,5,1,1,4,4,1,-1,5,0,0,0,0,1,0,0,0,130.6666667,0,12.16216216,,
5789,1197,1,NA,2,2,5,3,3,4,2,2,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3,2,2,2,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,163,NA,12.16216216,,
5791,1197,2,4,2,2,4,3,4,5,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,3,2,1,3,3,4,4,3,3,3,3,4,3,3,5,5,3,4,3,4,3,5,4,4,2,230,1,1,0,0,0,0,0,0,0,185,2,12.16216216,,
5792,2219,1,3,1,1,4,3,3,5,3,3,3,3,4,4,4,3,3,4,3,3,3,3,2,3,2,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4,4,3,1,225,4,0,0,0,1,0,0,0,0,182,1,#VALUE!,,
5793,1198,1,3,2,2,4,4,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,4,3,4,4,4,5,4,3,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3,4,3,2,470,1,1,0,0,0,0,0,0,0,195,0,0,,
5794,1198,2,3,2,2,4,4,4,3,4,4,4,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,5,3,4,5,5,5,3,4,4,4,4,4,3,4,3,4,4,550,5,0,0,0,0,1,0,0,0,239,1,0,,
5795,1198,1,3,2,2,4,4,4,4,3,3,3,2,3,2,4,5,5,4,5,4,5,4,2,4,4,5,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,4,3,400,1,1,0,0,0,0,0,0,0,189.3333333,0,0,,
5796,1198,1,3,2,2,4,4,4,5,3,4,3,4,4,5,4,5,4,4,5,3,4,4,4,4,5,5,4,3,3,4,4,3,3,2,3,4,3,3,3,4,3,3,3,4,4,3,3,2,3,3,4,3,4,4,3,4,200,1,1,0,0,0,0,0,0,0,210,0,0,,
5797,1198,2,3,2,2,5,3,3,5,3,3,3,2,4,2,4,5,4,3,5,5,5,5,1,4,1,5,5,3,2,3,5,5,4,4,4,5,5,4,4,4,3,5,4,4,3,5,4,4,5,4,4,5,4,5,5,3,1300,3,0,0,1,0,0,0,0,0,228.6666667,0,0,,
5798,1198,2,3,2,2,4,3,3,4,3,4,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,3,3,5,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,5,3,3,3,3,4,3,3,3,3,3,-1,1,1,0,0,0,0,0,0,0,214.3333333,0,0,,
5799,1198,1,3,2,2,4,4,4,5,4,3,3,3,4,3,3,4,4,4,4,5,4,4,4,4,3,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,2,3,4,3,4,3,4,4,3,500,6,0,0,0,0,0,1,0,0,253.3333333,0,0,,
5800,1198,2,3,2,2,4,3,3,4,4,3,4,3,3,4,4,3,3,4,4,3,4,4,4,4,5,4,4,3,4,3,3,1,2,1,2,2,2,3,3,3,2,2,3,2,2,1,3,1,1,3,2,2,1,2,1,2,300,8,0,0,0,0,0,0,0,1,204,0,0,,
5801,1198,1,3,2,2,5,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,3,3,3,3,3,3,3,4,3,3,4,3,4,4,3,2,4,3,3,3,4,3,3,3,600,1,1,0,0,0,0,0,0,0,224.3333333,0,0,,
5802,1198,2,3,2,2,3,4,2,5,4,4,4,2,5,5,5,4,4,4,4,3,5,5,5,4,5,5,5,4,3,4,5,3,3,2,4,3,2,3,3,3,2,3,3,3,3,3,2,2,4,4,2,2,3,4,4,3,650,1,1,0,0,0,0,0,0,0,195.6666667,0,0,,
5803,1198,1,3,2,2,4,4,4,4,4,-1,4,-1,4,3,4,4,4,4,4,4,5,5,5,5,3,5,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,2,4,2,3,4,5,3,5,3,4,5,500,3,0,0,1,0,0,0,0,0,249.3333333,1,0,,
5804,1198,1,3,2,2,4,4,5,4,4,4,4,1,4,3,4,5,5,5,5,4,4,3,1,5,5,5,5,5,4,5,5,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,3,3,3,3,2,3,3,4,3,2,-1,1,1,0,0,0,0,0,0,0,198.6666667,0,0,,
5805,1198,2,3,2,2,5,5,3,5,3,3,3,3,4,3,4,5,4,4,5,4,5,5,5,5,5,5,4,4,3,5,4,4,2,4,3,3,4,3,3,3,2,3,3,3,4,4,3,2,3,3,3,2,3,3,3,3,300,3,0,0,1,0,0,0,0,0,222,1,0,,
5806,1198,1,3,2,2,5,4,4,4,4,3,4,1,4,4,4,4,3,3,4,4,4,4,4,3,2,3,4,3,5,3,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,3,4,4,3,4,500,3,0,0,1,0,0,0,0,0,238.3333333,1,0,,
5807,1198,1,3,2,2,4,4,4,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,4,4,3,3,4,3,4,4,4,3,3,3,3,4,4,4,2,2,3,4,4,3,4,5,5,3,560,4,0,0,0,1,0,0,0,0,230,0,0,,
5808,1198,2,3,2,2,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,4,3,3,4,4,4,3,2,3,3,4,4,3,4,3,4,4,3,4,3,3,4,4,4,3,2,4,4,4,3,500,1,1,0,0,0,0,0,0,0,251.3333333,1,0,,
5809,1198,2,3,2,2,5,5,4,5,4,5,5,5,5,5,5,3,3,3,2,3,3,3,3,3,3,3,2,1,1,5,3,3,2,3,4,3,4,2,3,4,4,4,4,4,3,3,2,2,2,2,3,2,3,4,5,2,185,5,0,0,0,0,1,0,0,0,224.6666667,1,0,,
5810,1198,2,3,2,2,4,4,4,5,3,4,4,3,4,3,4,5,5,5,5,5,4,5,4,4,4,5,4,3,3,4,5,3,2,3,3,3,3,4,4,4,3,4,4,4,4,2,2,2,3,3,3,3,4,3,3,2,400,1,1,0,0,0,0,0,0,0,172,0,0,,
5811,1198,2,3,2,2,5,5,5,5,5,5,5,4,4,3,5,4,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,4,2,4,3,3,4,4,4,4,4,4,4,4,4,3,3,2,3,4,3,2,4,4,4,3,380,1,1,0,0,0,0,0,0,0,222,0,0,,
5812,1198,1,3,2,2,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,5,4,4,5,4,5,5,4,5,4,4,2,3,2,3,3,4,4,4,2,4,4,4,4,3,4,3,4,4,3,3,4,4,4,4,350,3,0,0,1,0,0,0,0,0,216.3333333,0,0,,
5813,1198,1,3,2,2,4,5,4,4,1,2,2,1,2,3,1,5,2,4,5,3,3,3,3,3,4,5,2,3,2,1,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,3,2,4,4,2,400,1,1,0,0,0,0,0,0,0,180.3333333,0,0,,
5814,1198,1,3,2,2,4,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,5,4,3,4,3,2,3,4,3,3,4,4,3,4,3,4,4,3,-5,2,2,3,3,3,4,4,3,3,200,1,1,0,0,0,0,0,0,0,229.6666667,2,0,,
5815,1198,2,3,2,2,3,4,5,5,4,3,3,3,3,5,3,4,3,4,3,3,4,3,2,3,2,3,4,4,3,5,5,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,4,2,4,4,4,4,4,4,3,2,220,1,1,0,0,0,0,0,0,0,227.3333333,0,0,,
5816,1198,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,4,4,4,4,3,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,400,3,0,0,1,0,0,0,0,0,224.3333333,0,0,,
5817,1198,1,3,2,2,5,4,3,5,4,4,4,4,5,4,5,5,5,3,5,3,4,4,4,4,4,5,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,2,3,4,4,4,4,4,4,3,340,2,0,1,0,0,0,0,0,0,145,0,0,,
5818,1198,2,3,2,2,5,4,4,4,4,4,3,3,3,3,3,5,4,4,5,4,4,4,5,4,4,5,5,4,2,5,5,2,2,3,3,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,800,1,1,0,0,0,0,0,0,0,222,0,0,,
5819,1198,1,3,2,2,4,4,3,3,3,3,4,3,4,4,3,5,5,3,4,4,4,4,4,4,4,4,3,3,2,5,4,4,4,4,3,3,3,4,4,4,4,5,4,4,4,3,3,2,3,3,3,3,3,3,3,2,500,1,1,0,0,0,0,0,0,0,173.6666667,0,0,,
5820,1198,1,3,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,3,3,4,4,5,5,5,5,5,4,4,4,4,3,5,4,4,4,3,3,4,4,3,5,5,3,3,5,3,4,4,3,2,2,400,7,0,0,0,0,0,0,1,0,210.3333333,0,0,,
5821,1198,1,3,2,2,5,3,2,5,3,2,3,2,2,2,3,4,3,3,4,3,3,3,2,3,4,4,4,4,5,3,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,450,4,0,0,0,1,0,0,0,0,236.3333333,0,0,,
5822,1198,2,3,2,2,5,4,4,5,3,4,4,5,5,5,5,5,5,5,5,4,3,3,3,3,5,5,4,3,3,4,5,4,4,4,3,4,3,3,3,2,3,3,2,3,3,3,4,4,3,3,3,2,3,4,4,3,450,1,1,0,0,0,0,0,0,0,242.3333333,0,0,,
5823,1198,2,3,2,2,5,4,4,5,4,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,4,4,3,-1,4,4,4,4,4,3,4,3,3,4,4,2,3,4,4,4,4,4,5,4,3,700,1,1,0,0,0,0,0,0,0,211,1,0,,
5824,1198,1,3,2,2,5,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,3,3,2,3,4,4,3,3,4,4,3,400,1,1,0,0,0,0,0,0,0,198,0,0,,
5825,1198,2,3,2,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,3,3,2,3,3,4,4,4,3,3,4,3,3,3,4,4,3,3,4,4,5,4,5,4,2,800,3,0,0,1,0,0,0,0,0,198.6666667,0,0,,
5826,2223,2,3,1,1,5,4,4,5,4,4,4,2,4,5,5,5,5,4,5,5,4,4,4,4,4,4,4,3,4,4,4,2,2,3,2,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,5,4,4,4,3,2,300,1,1,0,0,0,0,0,0,0,163,5,#VALUE!,,
5827,1198,1,3,2,2,4,4,4,5,5,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,3,3,4,4,3,3,4,3,4,3,3,4,3,3,2,4,4,4,3,3,3,3,3,500,1,1,0,0,0,0,0,0,0,250.3333333,0,0,,
5828,1198,1,3,2,NA,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,4,3,4,4,4,3,3,3,3,4,3,3,3,4,4,3,4,4,4,2,3,4,4,3,500,2,0,1,0,0,0,0,0,0,225.6666667,0,0,,
