,stuID,schID,gender,pre_region,trans,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil,multicultur_per
4744,6002,4242,1,3,0,5,5,4,5,4,4,4,1,3,1,4,3,3,3,4,3,4,2,3,3,2,4,3,3,3,3,4,3,3,4,4,4,3,4,3,500,1,0,0,0,0,0,0,0,0,0,166.6666667,0
4745,6003,4243,2,3,0,5,5,5,5,4,5,4,5,5,5,5,4,4,4,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,5,4,4,4,3,1,500,0,1,0,0,0,0,0,0,0,0,161.6666667,3.94265233
4746,6006,4183,1,3,0,3,4,4,4,3,3,3,4,3,4,4,3,3,2,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,450,1,0,0,0,0,0,0,0,0,0,233.6666667,0.557103064
4747,6007,4183,2,3,0,5,4,4,5,4,4,4,4,4,4,4,3,3,2,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,2,700,1,0,0,0,0,0,0,0,0,0,207.3333333,0.557103064
4748,6008,4183,2,3,0,5,3,4,5,4,4,4,4,4,4,4,3,3,3,4,3,5,5,4,4,3,3,3,3,3,3,3,4,4,3,5,4,3,4,2,500,1,0,0,0,0,0,0,0,0,0,253,0.557103064
4749,6009,4183,2,3,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,3,3,3,4,3,3,3,3,4,4,4,3,4,3,4,700,0,0,0,0,0,0,0,1,0,0,203.6666667,0.557103064
4750,6011,4183,2,3,0,5,5,4,4,5,5,5,5,5,4,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,4,2,700,0,0,1,0,0,0,0,0,0,0,276.3333333,0.557103064
4751,6012,4183,1,3,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,650,1,0,0,0,0,0,0,0,0,0,186.6666667,0.557103064
4752,6013,4183,1,3,0,5,4,4,5,4,5,5,5,5,5,5,4,4,3,1,3,4,3,4,4,3,4,4,4,5,4,4,4,3,4,3,4,4,4,4,550,1,0,0,0,0,0,0,0,0,0,224,0.557103064
4753,6014,4183,2,3,0,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,5,5,5,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,1000,0,0,1,0,0,0,0,0,0,0,277,0.557103064
4754,6015,4183,1,3,0,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,5,5,3,4,3,4,4,4,4,3,3,3,3,3,4,4,4,4,3,600,1,0,0,0,0,0,0,0,0,0,277,0.557103064
4755,6016,4183,2,3,0,4,4,3,4,3,3,3,3,3,3,3,4,3,3,4,4,5,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,350,1,0,0,0,0,0,0,0,0,0,206.6666667,0.557103064
4756,6017,4180,2,3,0,5,5,5,5,4,4,3,2,3,2,3,5,5,3,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,4,1000,0,0,0,0,0,0,0,1,0,0,209.6666667,1.675977654
4757,6021,4183,2,3,0,4,4,3,5,5,4,4,5,5,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,2,2,380,1,0,0,0,0,0,0,0,0,0,224.6666667,0.557103064
4758,6022,4184,1,3,0,5,5,5,4,5,2,2,4,4,4,1,3,3,1,2,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,5,5,5,4,5,500,0,0,0,0,1,0,0,0,0,0,167,0.642398287
4759,6023,4183,2,3,0,5,5,4,5,5,4,4,5,5,5,5,5,5,2,3,5,5,5,5,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,3,350,0,0,0,0,0,0,0,1,0,0,255.3333333,0.557103064
4760,6024,4184,1,3,1,5,5,5,5,5,5,5,3,4,5,5,5,5,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,500,0,0,0,0,1,0,0,0,0,0,164,0.642398287
4761,6025,4183,2,3,0,5,3,2,5,3,3,3,3,3,3,3,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,500,1,0,0,0,0,0,0,0,0,0,146,0.557103064
4762,6026,4183,1,3,0,4,4,3,4,4,5,5,5,5,3,5,3,3,1,3,4,4,3,2,3,3,3,4,4,3,3,3,4,3,4,5,5,2,3,4,350,0,0,0,1,0,0,0,0,0,0,226,0.557103064
4763,6027,4140,1,3,0,5,4,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,500,0,0,0,0,1,0,0,0,0,0,152,2.336448598
4764,6028,4183,1,3,0,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,4,4,4,3,3,3,500,1,0,0,0,0,0,0,0,0,0,167.6666667,0.557103064
4765,6029,4183,2,3,0,3,5,4,4,5,4,4,4,4,4,4,4,4,3,4,3,5,4,4,4,3,4,5,4,3,4,4,5,5,4,4,4,4,4,3,300,0,1,0,1,0,0,0,0,0,0,242.3333333,0.557103064
4766,6030,4183,1,3,0,5,4,4,4,4,4,4,4,4,4,3,3,3,1,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,700,1,0,0,0,0,0,0,0,0,0,231.6666667,0.557103064
4767,6031,4183,1,3,0,4,3,5,3,4,4,4,3,4,3,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,4,300,0,0,1,0,0,0,0,0,0,0,271.6666667,0.557103064
4768,6032,4183,2,3,0,4,3,3,4,3,4,3,4,4,4,4,3,3,2,3,3,3,3,2,3,3,4,3,3,3,3,4,3,3,3,3,2,2,2,2,300,1,0,0,0,0,0,0,0,0,0,193.3333333,0.557103064
4769,6033,4183,1,3,0,5,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,4,3,4,3,3,3,3,3,4,4,3,4,3,3,4,3,5,150,0,0,0,1,0,0,0,0,1,0,212.3333333,0.557103064
4770,6034,4183,1,3,0,5,4,4,5,3,5,5,5,5,5,5,5,5,3,3,4,4,4,3,3,3,4,3,3,4,3,4,4,4,4,3,3,3,3,2,900,0,0,0,1,0,0,0,0,0,0,247.6666667,0.557103064
4771,6035,4183,2,3,0,4,4,4,4,4,3,3,2,3,3,4,4,4,2,4,4,4,4,3,4,3,4,4,3,4,2,4,4,3,4,4,4,3,4,1,1000,0,0,0,0,0,0,0,1,0,0,288.3333333,0.557103064
4772,6036,4183,1,3,0,4,4,4,4,4,5,5,4,4,4,5,4,3,3,4,4,5,5,5,4,3,4,4,4,4,4,4,5,5,5,2,4,3,4,4,790,0,0,1,0,0,0,0,0,0,0,255.6666667,0.557103064
4773,6037,4183,2,3,0,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,2,2,400,1,0,0,0,0,0,0,0,0,0,231.3333333,0.557103064
4774,6038,4183,1,3,0,4,3,3,4,2,2,2,3,3,3,3,3,2,1,3,2,4,3,3,4,2,3,3,1,3,2,4,3,3,3,3,3,2,3,2,400,0,1,0,0,0,0,0,0,0,0,173,0.557103064
4775,6039,4182,1,3,0,5,4,5,5,4,5,5,5,5,5,5,4,3,3,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,500,1,0,0,0,0,0,0,0,0,0,215.6666667,1.086956522
4776,6040,4182,1,3,0,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,2,3,2,4,4,4,3,3,3,3,4,4,5,4,5,4,3,1200,0,0,0,1,0,0,0,0,0,0,229.6666667,1.086956522
4777,6041,4182,1,3,0,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,2,4,3,3,3,3,4,4,4,4,5,5,4,4,4,1000,0,0,0,1,0,0,0,0,0,0,271.6666667,1.086956522
4778,6042,4182,2,3,0,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,2,3,3,3,3,2,3,3,4,4,3,4,4,3,2,600,0,0,0,0,0,0,0,1,0,0,277,1.086956522
4779,6043,4182,1,3,0,5,3,4,5,3,5,5,5,5,5,5,3,3,3,3,3,4,4,3,4,2,3,3,3,4,3,3,3,4,4,4,4,3,3,2,400,1,0,0,0,0,0,0,0,0,0,237.3333333,1.086956522
4780,6044,4182,2,3,0,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,3,3,3,3,4,3,4,4,5,5,5,5,5,650,0,0,1,0,0,0,0,0,0,0,207.3333333,1.086956522
4781,6045,4182,2,3,0,4,3,4,4,4,4,4,4,4,4,5,4,4,2,4,4,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,1000,0,0,0,1,0,0,0,0,0,0,290,1.086956522
4782,6046,4182,1,3,0,4,4,4,5,4,5,5,5,5,5,5,4,4,4,4,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1500,0,0,1,0,0,0,0,0,0,0,227.6666667,1.086956522
4783,6047,4182,2,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,4,4,3,3,1,1000,0,0,0,0,0,0,0,1,0,0,256,1.086956522
4784,6048,4182,1,3,0,5,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,5,5,3,4,4,4,4,4,3,3,4,4,4,3,5,5,4,3,1,330,0,0,1,0,0,0,0,0,0,0,273,1.086956522
4785,6049,4182,1,3,0,4,4,4,4,3,5,4,4,4,4,4,5,4,3,5,5,4,4,4,4,5,4,3,3,3,3,4,4,3,3,5,5,5,4,4,410,0,0,0,0,0,0,0,1,0,0,274.3333333,1.086956522
4786,6050,4182,2,3,0,3,3,3,3,3,3,3,3,3,3,4,3,3,1,3,3,4,4,3,4,4,4,3,3,3,3,3,3,4,3,3,4,4,4,3,518,1,0,0,0,0,0,0,0,0,0,231.3333333,1.086956522
4787,6051,4182,2,3,0,4,3,3,4,3,3,3,4,3,4,3,4,3,2,4,3,3,4,2,3,2,3,2,2,2,1,3,3,3,3,2,2,2,2,3,500,0,0,0,0,1,0,0,0,0,0,242,1.086956522
4788,6052,4182,1,3,0,5,5,5,5,3,5,5,5,5,5,5,5,5,4,4,5,3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,560,1,0,0,0,0,0,0,0,0,0,260.6666667,1.086956522
4789,6053,4182,1,3,0,5,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,2,380,1,0,0,0,0,0,0,0,0,0,289,1.086956522
4790,6054,4182,2,3,0,5,5,4,5,5,5,5,5,5,5,5,4,3,2,3,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1200,1,0,0,0,0,0,0,0,0,0,255,1.086956522
4791,6056,4182,1,3,0,5,5,5,5,5,3,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,700,1,0,0,0,0,0,0,0,0,0,162,1.086956522
4792,6057,4182,2,3,0,5,5,4,5,5,5,5,5,5,5,5,5,5,3,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,2,2,500,1,0,0,0,0,0,0,0,0,0,216.3333333,1.086956522
4793,6058,4182,1,3,0,1,1,1,1,1,3,3,3,3,3,3,2,3,1,2,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,250,1,0,0,0,0,0,0,0,0,0,174.6666667,1.086956522
4794,6059,4578,2,1,0,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,800,0,0,0,0,1,0,0,0,0,0,234.6666667,0.37593985
4795,6060,4182,2,3,0,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,4,700,0,0,1,0,0,0,0,0,0,0,257.6666667,1.086956522
4796,6061,4182,2,3,0,5,5,3,5,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,2,3,3,2,3,3,4,4,2,4,4,3,3,4,400,0,1,0,0,0,0,0,0,0,0,169.6666667,1.086956522
4797,6062,4182,2,3,0,4,4,4,4,4,3,3,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,600,0,0,1,0,0,0,0,0,0,0,271,1.086956522
4798,6063,4182,1,3,0,4,4,4,4,4,4,4,3,4,4,4,3,3,2,4,4,4,2,2,4,2,2,4,4,4,3,4,4,4,5,5,5,5,2,1,700,1,0,0,0,0,0,0,0,0,0,280.6666667,1.086956522
4799,6064,4182,1,3,0,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,4,3,1,3,4,2,5,4,4,4,4,4,4,4,4,4,4,4,4,3,680,0,0,0,0,0,0,0,1,0,0,250,1.086956522
4800,6065,4182,2,3,0,4,3,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,2,2,600,0,1,0,0,0,0,0,0,0,0,156,1.086956522
4801,6066,4182,2,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,420,0,0,1,0,0,0,0,0,0,0,284.3333333,1.086956522
4802,6068,4182,2,3,0,4,3,3,4,2,3,4,2,3,4,4,4,4,2,3,3,5,5,4,4,3,4,4,4,4,4,4,4,4,4,3,2,2,2,2,240,1,0,0,0,0,0,0,0,0,0,164.6666667,1.086956522
4803,6069,4182,2,3,0,4,4,5,5,5,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,2,2,3,2,3,3,3,3,4,4,4,3,4,500,0,0,0,0,0,0,0,0,1,0,241.3333333,1.086956522
4804,6070,4182,1,3,0,4,4,3,4,4,3,3,3,3,3,4,3,3,1,3,3,4,4,3,3,3,3,4,3,3,3,4,4,4,4,3,4,3,3,2,400,1,0,0,0,0,0,0,0,0,0,256.6666667,1.086956522
4805,6072,4182,2,3,0,4,3,3,4,3,4,4,4,3,3,3,2,2,2,2,3,4,4,3,3,4,3,3,3,4,3,3,3,3,4,4,3,3,3,2,400,0,0,0,0,1,0,0,0,0,0,179.6666667,1.086956522
4806,6073,4182,2,3,0,5,5,5,5,4,4,4,3,4,4,3,4,4,5,5,4,5,5,4,5,3,4,3,3,4,3,4,4,4,4,5,5,3,3,2,700,0,0,0,0,0,0,0,1,0,0,287,1.086956522
4807,6074,4084,1,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,3,4,4,4,3,3,3,3,3,4,4,4,3,4,390,1,0,0,0,0,0,0,0,0,0,252.3333333,0.387596899
4808,6076,4084,1,3,0,3,3,2,4,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,250,0,0,0,1,0,0,0,0,0,0,236.6666667,0.387596899
4809,6077,4084,1,3,0,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,4,3,3,4,2,2,2,2,450,1,0,0,0,0,0,0,0,0,0,207.6666667,0.387596899
4810,6078,4084,1,3,0,4,4,4,4,5,4,5,4,5,4,4,3,4,2,3,5,4,4,2,4,3,2,3,2,3,2,3,3,3,3,4,4,2,3,2,660,1,0,1,1,0,0,0,0,0,0,280,0.387596899
4811,6079,4084,2,3,0,5,5,5,5,4,4,4,4,5,4,4,4,4,3,5,4,4,3,1,3,1,3,3,4,4,3,4,3,5,4,5,5,4,4,1,300,1,0,0,0,0,0,0,0,0,0,238.3333333,0.387596899
4812,6080,4084,1,3,0,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,2,4,450,0,1,0,0,0,0,0,0,0,0,162.3333333,0.387596899
4813,6083,4084,2,3,0,5,4,3,3,3,4,3,3,3,2,3,3,3,3,3,5,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,3,3,800,1,0,0,0,0,0,0,0,0,0,226.3333333,0.387596899
4814,6084,5208,2,3,0,4,4,3,4,4,5,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,5,5,4,4,4,700,0,0,0,0,0,0,0,1,0,0,289,0
4815,6085,4082,2,3,0,4,5,5,5,5,4,4,4,4,2,4,5,5,3,3,3,3,2,4,4,3,3,3,3,4,3,4,4,4,4,4,2,1,1,2,600,0,0,1,0,0,0,1,1,0,0,264.3333333,1.030927835
4816,6087,4084,2,3,1,5,4,4,4,3,3,3,4,4,5,5,3,2,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,400,1,0,0,0,0,0,0,0,0,0,145.3333333,0.387596899
4817,6088,4084,2,3,0,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,2,2,3,4,3,3,3,3,3,3,3,3,3,3,4,3,2,1,400,0,0,0,0,0,0,0,1,0,0,211.3333333,0.387596899
4818,6089,4084,1,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,3,4,2,3,3,4,4,4,4,4,4,4,4,3,2,2,650,0,0,1,0,0,0,0,0,0,0,208.3333333,0.387596899
4819,6090,4084,1,3,0,4,4,4,4,4,4,4,5,5,4,4,1,4,4,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,2,1,300,1,0,0,0,0,0,0,0,0,0,234,0.387596899
4820,6092,4084,2,3,0,5,3,4,5,4,4,4,2,4,3,4,3,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,2,2,4,4,5,1000,0,0,0,0,0,0,1,0,0,0,222,0.387596899
4821,6093,4084,1,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,1,550,0,0,1,0,0,0,0,0,0,0,252.3333333,0.387596899
4822,6094,4081,1,3,0,4,4,4,5,4,4,3,2,4,2,4,4,4,4,4,4,4,3,5,5,5,5,4,4,5,5,5,5,3,5,5,5,3,3,2,400,0,0,0,1,0,0,0,0,0,0,245,2.23880597
4823,6095,4084,2,3,0,4,4,3,4,4,4,4,4,4,4,5,4,4,2,4,4,5,5,4,5,4,4,3,3,4,4,4,4,3,4,4,4,4,3,3,700,0,0,1,0,0,0,0,0,0,0,286.3333333,0.387596899
4824,6097,4084,2,3,0,5,4,4,5,4,4,4,3,4,3,4,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,1,400,1,0,0,0,0,0,0,0,0,0,247,0.387596899
4825,6098,4084,2,3,0,5,4,3,5,4,3,4,5,3,3,3,4,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,700,0,0,0,0,0,0,0,1,0,0,242.3333333,0.387596899
4826,6099,4084,1,3,0,3,3,3,3,3,3,4,2,3,4,2,2,4,2,2,3,4,3,3,3,3,4,3,3,4,4,3,4,3,3,4,4,3,3,4,500,1,0,0,0,0,0,0,0,0,0,164.6666667,0.387596899
4827,6101,4698,1,1,0,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,700,1,0,0,0,0,0,0,0,0,0,226.3333333,0
4828,6104,4084,1,3,0,4,3,3,3,3,5,5,5,5,5,5,4,4,3,3,4,3,3,3,3,2,3,4,4,3,3,3,3,3,4,4,4,4,2,3,450,1,0,0,0,0,0,0,0,0,0,219.6666667,0.387596899
4829,6105,4084,2,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,2,600,0,0,1,0,0,0,0,0,0,0,248,0.387596899
4830,6106,4084,1,3,0,4,4,3,4,3,4,4,4,4,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,450,0,0,0,1,0,0,0,0,0,0,228,0.387596899
4831,6108,4084,2,3,0,4,4,3,4,3,3,4,4,4,4,2,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,2,2,2,4,280,0,0,0,0,0,0,1,0,0,0,219.3333333,0.387596899
4832,6110,4054,1,3,0,5,4,3,4,3,4,4,4,4,4,5,4,3,1,4,4,3,4,3,3,3,4,2,3,3,4,3,3,2,2,3,3,2,2,2,500,1,0,0,0,0,0,0,0,0,0,241.6666667,0
4833,6111,4055,1,3,0,5,5,5,5,4,4,4,3,4,4,4,5,4,3,4,4,4,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,400,0,0,0,0,0,0,0,1,0,0,264.6666667,1.104972376
4834,6112,4055,1,3,0,5,5,5,5,5,4,4,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,300,0,0,0,1,0,0,0,0,0,0,267.3333333,1.104972376
4835,6113,4044,2,3,0,5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,3,3,750,0,0,1,0,0,0,0,0,0,0,272.3333333,1.176470588
4836,6115,4054,2,3,0,5,4,4,5,4,5,4,5,5,5,5,5,4,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,500,1,0,0,0,0,0,0,0,0,0,218.6666667,0
4837,6116,4054,2,3,0,3,3,3,3,3,4,4,3,4,3,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,713,0,0,1,0,0,0,0,0,0,0,218,0
4838,6117,4055,1,3,0,5,4,5,4,3,4,5,5,3,4,4,3,3,4,4,3,4,3,3,3,3,3,2,2,2,2,3,2,3,3,2,4,3,2,3,700,0,0,0,1,0,0,0,0,0,0,229,1.104972376
4839,6118,4055,1,3,0,4,4,4,4,4,3,4,3,4,4,4,3,3,2,3,3,4,3,3,1,3,3,3,3,3,3,4,3,3,4,4,4,4,4,2,1500,0,0,1,0,0,0,0,0,0,0,268,1.104972376
4840,6119,4054,1,3,0,5,4,4,4,4,4,5,3,4,3,5,3,3,3,4,4,3,2,2,2,1,3,3,3,3,2,2,2,3,2,3,3,4,4,3,500,0,0,0,1,0,0,0,0,0,0,281.6666667,0
4841,6120,4054,1,3,0,5,5,5,5,5,4,4,3,4,3,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,550,1,0,0,0,0,0,0,0,0,0,254.3333333,0
4842,6121,4055,1,3,0,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,800,1,0,0,0,0,0,0,0,0,0,214.6666667,1.104972376
4843,6123,4054,1,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,5,5,5,3,4,4,4,4,4,4,4,4,4,3,2,3,500,1,0,0,0,0,0,0,0,0,0,255,0
4844,6124,4054,1,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,5,3,4,4,4,4,4,4,4,4,4,3,2,3,500,1,0,0,0,0,0,0,0,0,0,219.6666667,0
4845,6125,4055,1,3,1,4,3,3,3,3,5,5,2,2,1,1,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,400,0,0,0,0,0,0,0,1,0,0,238,1.104972376
4846,6126,4055,1,3,0,5,3,3,4,4,3,3,3,3,3,3,3,3,2,4,3,4,4,4,4,4,4,2,2,3,3,3,3,3,3,4,4,4,4,3,200,0,0,0,0,0,0,0,0,1,0,152,1.104972376
4847,6127,4054,1,3,0,5,5,5,5,5,3,3,4,4,4,4,5,5,3,5,5,4,4,3,4,4,4,4,4,4,3,3,4,5,4,4,4,3,3,2,400,0,0,0,1,0,0,0,0,0,0,238.6666667,0
4848,6130,4054,2,3,0,5,5,5,5,5,4,4,4,4,4,4,1,1,1,4,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,800,1,0,0,0,0,0,0,0,0,0,250.3333333,0
4849,6131,4055,2,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,4,800,0,0,1,0,0,0,0,0,0,0,268,1.104972376
4850,6133,4054,2,3,0,4,4,4,4,4,5,5,5,5,5,5,1,3,1,2,1,4,3,3,4,4,3,4,3,4,4,3,3,3,3,4,4,4,2,4,300,1,0,0,0,0,0,0,0,0,0,199.6666667,0
4851,6134,4181,2,3,0,3,4,4,4,4,4,4,1,4,2,3,4,3,2,3,3,3,5,3,3,3,3,2,2,1,1,1,1,2,1,2,1,1,1,1,920,1,0,0,0,0,0,0,0,0,0,197.6666667,0
4852,6135,4055,1,3,0,4,3,2,4,3,5,5,5,5,5,5,4,5,3,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,2,710,0,0,0,1,0,0,0,0,0,0,244,1.104972376
4853,6136,4055,1,3,0,4,5,4,4,3,4,4,3,3,3,4,3,3,3,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,540,0,0,0,0,0,0,0,1,0,0,251.6666667,1.104972376
4854,6137,4054,1,3,0,4,5,4,5,4,4,4,3,4,3,3,4,4,4,3,4,5,5,5,5,4,5,4,4,4,4,4,3,4,4,5,4,4,3,3,800,1,0,0,0,0,0,0,0,0,0,266.6666667,0
4855,6139,4055,2,3,0,5,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,4,3,4,3,4,4,4,4,3,4,3,3,3,500,1,0,0,0,0,0,0,0,0,0,181,1.104972376
4856,6140,4055,2,3,0,5,3,2,4,3,3,3,4,3,4,4,3,3,2,3,2,4,5,4,4,3,3,3,3,4,3,4,2,4,4,2,3,3,3,4,720,1,0,0,0,0,0,0,0,0,0,171.3333333,1.104972376
4857,6142,4054,2,3,0,5,4,5,4,3,3,3,3,4,3,4,3,2,5,3,4,4,3,4,4,3,4,3,3,4,3,3,3,4,4,5,4,3,3,2,600,0,0,1,0,0,0,0,0,0,0,270.3333333,0
