stuID,schID,gender,pre_region,trans,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil,multicultur_per,seoul,bigcity,smallcity,rural,sch_SES,sch_academic_abil,trans_Y1,trans_Y2,trans_Y3
6906,4202,2,3,0,5,4,4,5,5,4,3,4,4,3,4,4,4,3,3,4,4,5,5,4,4,4,3,4,4,4,4,3,4,4,5,4,4,3,4,500,0,0,0,0,1,0,0,0,0,0,162,5.405405405,0,0,1,0,345.3846154,171.1777778,NA,0,0
6907,4196,1,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,3,2,4,4,4,4,3,4,4,4,4,3,3,2,3,2,200,1,0,0,0,0,0,0,0,0,0,280.6666667,0,0,0,1,0,735.952381,256.3939394,0,0,0
6908,4702,1,1,0,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,4,2,3,3,3,3,3,4,3,4,4,3,4,3,4,4,3,3,4,650,0,0,1,0,0,0,0,0,0,0,231,1.369863014,1,0,0,0,650,231,0,0,0
6909,4196,1,3,0,5,4,4,4,3,3,3,4,3,4,4,3,3,2,3,3,4,3,4,3,3,4,4,3,3,3,3,3,3,4,2,2,2,3,2,215,1,0,0,0,0,0,0,0,0,0,202.6666667,0,0,0,1,0,735.952381,256.3939394,0,0,0
6910,4196,1,3,0,5,4,5,5,5,4,4,2,4,4,4,5,4,5,5,5,4,4,3,4,4,4,2,2,3,3,4,4,4,4,4,4,4,4,3,820,0,0,1,0,0,0,0,0,0,0,258,0,0,0,1,0,735.952381,256.3939394,0,0,0
6912,4197,1,3,0,5,4,4,5,4,4,4,4,4,3,2,4,4,3,3,4,3,2,2,3,3,4,4,4,3,3,3,3,4,4,4,4,4,4,5,800,0,0,0,0,0,0,0,1,0,0,263.3333333,0.27100271,0,0,1,0,670.8333333,237.1944444,0,0,0
6913,4196,2,3,0,4,4,3,3,4,3,4,3,3,2,4,4,3,2,2,3,3,1,3,4,3,3,4,3,2,3,3,3,3,2,2,2,4,3,1,400,1,1,0,0,0,0,0,0,0,0,197,0,0,0,1,0,735.952381,256.3939394,0,0,0
6914,4196,2,3,0,4,4,4,5,5,3,3,4,4,4,4,3,3,2,4,3,4,3,3,3,2,4,3,3,3,3,3,3,3,4,4,4,4,4,4,650,1,0,0,0,0,0,0,0,0,0,249,0,0,0,1,0,735.952381,256.3939394,0,0,0
6916,4196,1,3,0,3,3,4,4,3,4,4,3,4,3,5,2,4,3,2,4,5,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,5,4,1,1100,0,0,0,0,0,0,0,1,0,0,295.6666667,0,0,0,1,0,735.952381,256.3939394,0,0,0
6917,4196,1,3,0,5,4,5,5,5,4,4,3,4,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,350,1,0,0,0,0,0,0,0,0,0,250.3333333,0,0,0,1,0,735.952381,256.3939394,0,0,0
6918,4197,1,3,0,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,4,4,4,3,3,4,3,2,450,1,0,0,0,0,0,0,0,0,0,179.3333333,0.27100271,0,0,1,0,670.8333333,237.1944444,0,0,0
6919,4197,2,3,0,4,4,3,4,4,4,2,3,4,4,4,5,5,5,4,4,3,2,2,2,3,3,3,2,2,2,3,2,3,3,4,3,3,3,2,800,0,0,1,0,0,0,0,0,0,0,286.3333333,0.27100271,0,0,1,0,670.8333333,237.1944444,0,0,0
6920,4197,2,3,0,5,4,3,4,3,4,4,5,3,3,2,4,4,2,3,4,4,2,4,4,4,4,4,3,4,3,4,5,5,4,4,4,4,4,2,700,1,0,0,0,0,0,0,0,0,0,236,0.27100271,0,0,1,0,670.8333333,237.1944444,0,0,0
6922,4196,1,3,0,5,5,5,5,4,5,5,5,5,5,5,4,4,3,5,5,5,4,3,4,4,5,4,4,4,4,5,5,4,5,4,4,4,3,3,500,0,0,1,0,0,0,0,0,0,0,278.3333333,0,0,0,1,0,735.952381,256.3939394,0,0,0
6923,4197,1,3,0,4,4,4,5,5,4,4,3,4,3,3,4,4,3,5,4,4,3,3,3,3,3,4,3,3,2,4,2,3,4,4,4,4,3,2,600,0,0,0,0,0,0,0,1,0,0,283,0.27100271,0,0,1,0,670.8333333,237.1944444,0,0,0
6924,4197,1,3,0,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,4,4,3,3,4,2,3,4,3,3,4,4,3,300,1,0,0,0,0,0,0,0,0,0,257.3333333,0.27100271,0,0,1,0,670.8333333,237.1944444,0,0,0
6925,4196,2,3,0,5,5,5,5,4,4,4,4,5,5,5,5,4,3,4,4,4,4,3,3,2,3,4,3,4,3,3,3,3,4,4,4,4,3,2,600,0,0,0,0,0,0,0,1,0,0,271,0,0,0,1,0,735.952381,256.3939394,1,0,0
6926,4196,1,3,0,5,4,4,5,4,5,4,4,5,5,5,3,4,3,4,3,4,4,4,3,3,4,4,4,4,3,4,4,3,4,3,3,2,3,4,400,0,0,1,0,0,0,0,0,0,0,249,0,0,0,1,0,735.952381,256.3939394,0,0,0
6927,4197,1,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,2,2,3,4,3,3,2,2,3,3,4,4,4,3,3,2,1000,1,0,0,0,0,0,0,0,0,0,240,0.27100271,0,0,1,0,670.8333333,237.1944444,0,0,0
6929,4196,2,3,0,5,4,4,5,4,4,4,3,4,4,5,5,4,4,5,4,4,4,3,4,4,3,3,3,3,3,3,4,4,4,3,4,3,3,3,600,1,0,0,0,0,0,0,0,0,0,247,0,0,0,1,0,735.952381,256.3939394,1,0,0
6930,4196,2,3,0,4,4,3,4,4,3,2,2,3,4,5,4,4,5,3,4,4,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,3,2,5020,0,0,1,0,0,0,0,0,0,0,279,0,0,0,1,0,735.952381,256.3939394,0,0,0
6931,4196,2,3,0,5,5,5,5,5,3,4,3,4,4,4,4,3,4,3,4,4,4,2,3,4,4,4,4,4,4,4,3,3,5,4,3,2,1,2,450,1,0,0,0,0,0,0,0,0,0,251,0,0,0,1,0,735.952381,256.3939394,0,0,0
6932,4196,2,3,0,5,5,5,5,4,4,4,4,4,2,3,5,5,5,5,5,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,4,3,3,3,400,0,0,0,0,0,0,0,1,0,0,290,0,0,0,1,0,735.952381,256.3939394,1,0,0
6933,4197,1,3,0,5,5,5,5,5,4,4,4,4,4,4,5,5,3,5,4,4,3,4,3,4,4,4,4,4,3,4,3,3,4,3,3,4,3,2,500,1,0,0,0,0,0,0,0,0,0,223.6666667,0.27100271,0,0,1,0,670.8333333,237.1944444,0,0,0
6934,4196,2,3,0,5,4,5,5,4,5,4,4,4,3,4,3,3,2,3,3,4,4,3,4,3,3,4,3,3,3,3,4,3,3,4,4,3,3,2,500,0,0,0,0,0,0,1,0,0,0,245,0,0,0,1,0,735.952381,256.3939394,1,0,0
6935,4196,2,3,0,5,5,5,5,5,4,4,5,4,3,4,3,3,3,4,3,5,5,3,4,2,3,3,3,3,3,3,4,3,3,3,3,4,3,4,400,1,0,0,0,0,0,0,0,0,0,246.3333333,0,0,0,1,0,735.952381,256.3939394,1,0,0
6936,4189,1,3,0,3,2,3,5,2,1,1,1,1,1,1,5,4,3,5,5,2,2,3,3,3,4,3,3,4,4,3,3,4,3,4,4,3,2,3,370,1,0,0,0,0,0,0,0,0,0,199.6666667,0,0,0,1,0,435,225.5,1,0,0
6938,4197,1,3,0,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,3,1,3,3,4,3,4,4,4,3,4,4,3,4,4,3,3,3,2,1000,1,0,0,0,0,0,0,0,0,0,214.6666667,0.27100271,0,0,1,0,670.8333333,237.1944444,1,0,0
6940,4197,1,3,0,5,5,4,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,600,1,0,0,0,0,0,0,0,0,0,178.6666667,0.27100271,0,0,1,0,670.8333333,237.1944444,0,0,0
6942,4196,2,3,0,3,4,3,3,4,5,5,5,5,5,5,4,4,3,4,4,5,5,3,5,2,4,4,4,4,4,5,4,4,4,5,5,5,4,5,900,1,0,0,0,0,0,0,0,0,0,283.3333333,0,0,0,1,0,735.952381,256.3939394,1,0,0
6943,4196,2,3,1,3,4,5,4,4,5,5,5,5,3,5,5,5,5,5,5,3,3,3,4,3,3,4,4,3,3,3,3,4,4,5,4,3,2,2,550,1,0,0,0,0,0,0,0,0,0,292.6666667,0,0,0,1,0,735.952381,256.3939394,2,0,0
6946,4197,1,3,0,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,2,2,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3,2,800,1,0,0,0,0,0,0,0,0,0,261.6666667,0.27100271,0,0,1,0,670.8333333,237.1944444,0,0,0
6947,4222,2,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,5,5,4,4,4,4,4,5,4,5,4,4,3,3,3,400,1,0,0,0,0,0,0,0,0,0,214,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6948,4222,2,3,0,5,4,4,5,4,4,4,3,4,5,5,3,3,1,5,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,300,0,1,0,0,0,0,0,0,0,0,194,1.526717557,0,0,1,0,453.6969697,201.0285714,1,0,0
6949,4222,2,3,0,5,5,5,5,5,5,5,5,5,5,4,3,4,4,3,2,4,4,3,3,3,3,3,3,2,3,3,4,3,3,4,2,2,2,2,500,1,0,0,0,0,0,0,0,0,0,237.3333333,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6951,4222,1,3,0,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,450,0,0,0,0,1,0,0,0,0,0,188.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6952,4222,1,3,0,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,4,2,4,4,3,4,4,4,2,450,1,0,0,0,0,0,0,0,0,0,145.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,1,0,0
6953,4222,1,3,0,3,3,3,4,3,4,4,5,3,4,4,4,3,4,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,325,1,0,0,0,0,0,0,0,0,0,203,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6954,4222,2,3,0,1,1,1,1,2,4,4,4,4,1,3,1,1,1,1,1,3,4,2,3,2,3,3,3,3,3,3,3,3,4,3,5,4,3,4,360,0,1,0,0,0,0,0,0,0,0,169,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6956,4222,2,3,0,5,5,5,5,5,5,5,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,400,1,0,0,0,0,0,0,0,0,0,226.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,1,0,0
6957,4222,2,3,0,5,5,5,4,5,4,4,4,4,4,3,4,4,3,4,4,4,3,3,3,3,4,3,3,3,3,4,4,4,4,3,4,4,3,4,350,0,0,0,0,1,0,0,0,0,0,189.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6958,4222,2,3,0,5,3,5,5,4,2,2,2,2,2,2,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,1,350,1,0,0,0,0,0,0,0,0,0,183.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,1,0,0
6959,4222,2,3,0,5,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,3,4,3,4,3,2,4,307,0,1,0,0,0,0,0,0,0,0,175.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,1,0,0
6960,4222,2,3,0,4,4,4,5,4,4,4,5,4,5,5,4,4,3,5,4,3,3,3,3,3,3,4,3,3,3,4,3,4,4,5,5,4,4,2,500,0,0,1,0,0,0,0,0,0,0,268.3333333,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6961,4222,2,3,0,4,4,4,4,4,5,5,5,5,5,5,3,3,2,3,3,4,2,2,3,2,3,4,3,3,3,3,2,3,4,5,5,4,5,1,540,1,0,0,0,0,0,0,0,0,0,205.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6962,5001,2,3,0,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,2,2,1,3,2,2,2,3,4,2,3,3,2,3,4,4,3,3,2,300,0,0,0,0,0,0,1,0,0,0,241,4.132231405,0,0,1,0,484,220.3333333,1,0,0
6963,4222,1,3,0,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,5,5,5,5,4,3,3,4,5,3,3,4,3,4,3,4,4,3,2,1,500,1,0,0,0,0,0,0,0,0,0,211.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6964,4222,1,3,0,5,5,4,4,4,4,4,4,4,4,4,5,5,4,5,5,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,3,3,5,600,0,0,0,0,0,0,0,1,0,0,218.3333333,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6965,4222,2,3,0,5,5,5,5,5,5,5,5,5,5,5,3,4,3,5,5,3,4,3,4,3,3,1,2,3,3,3,3,4,4,2,2,2,2,3,500,1,0,0,0,0,0,0,0,0,0,182.3333333,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6966,4222,2,3,0,4,4,3,4,4,5,5,5,5,5,5,2,3,2,2,4,3,2,4,4,2,3,3,4,3,4,4,4,4,4,4,4,4,3,5,300,1,0,0,0,0,0,0,0,0,0,260.3333333,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6967,4222,1,3,0,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,300,1,0,0,0,0,0,0,0,0,0,202.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6968,4222,1,3,0,4,3,3,4,3,3,4,3,3,3,3,3,4,4,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,400,0,0,0,1,0,0,0,0,0,0,231,1.526717557,0,0,1,0,453.6969697,201.0285714,1,0,0
6970,4222,1,3,0,2,2,1,2,3,3,3,3,3,3,3,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,300,1,1,0,0,0,0,0,0,0,0,150,1.526717557,0,0,1,0,453.6969697,201.0285714,1,0,0
6971,5279,1,2,0,5,5,4,5,5,4,4,4,4,4,4,4,4,3,4,5,5,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,1,300,1,0,0,0,0,0,0,0,0,0,217.6666667,0.793650794,0,1,0,0,350,229.5,0,0,0
6972,4222,1,3,0,5,5,5,5,5,4,4,3,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1000,0,0,1,0,0,0,0,0,0,0,239,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6973,4222,1,3,0,4,3,5,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,3,3,3,3,4,700,0,0,1,0,0,0,0,0,0,0,283.3333333,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6976,4222,1,3,0,5,4,5,5,4,5,5,5,5,5,5,3,3,5,5,4,4,2,4,2,2,2,4,4,4,4,4,4,4,4,4,4,3,2,2,400,1,0,0,0,0,0,0,0,0,0,186.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,1,0,0
6977,4198,1,3,0,4,4,4,3,4,4,4,3,4,3,3,4,4,2,4,4,3,4,3,3,3,4,4,4,3,3,3,2,3,3,4,3,3,3,1,450,1,0,0,0,0,0,0,0,0,0,243.6666667,0,0,0,1,0,725,260,0,1,0
6978,4222,2,3,0,3,3,3,3,3,2,3,3,3,1,3,4,3,1,5,5,3,3,3,3,3,3,2,2,3,3,3,3,3,2,4,4,4,3,4,200,1,0,0,0,0,0,0,0,0,0,202.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6979,4222,2,3,0,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,500,1,0,0,0,0,0,0,0,0,0,194.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,1,0,0
6980,4222,1,3,0,4,3,3,4,3,3,2,3,3,3,3,2,2,2,1,2,3,2,3,2,3,4,4,4,3,3,4,3,4,3,4,4,3,4,3,600,1,0,0,0,0,0,0,0,0,0,162.3333333,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6981,4221,1,3,0,5,4,3,5,4,4,4,2,4,2,2,3,2,3,2,2,4,4,4,5,3,4,5,5,5,4,4,4,5,5,4,4,3,3,2,650,1,0,0,0,0,0,0,0,0,0,246,4.676258993,0,0,1,0,650,246,0,0,0
6982,4222,1,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,3,3,3,3,4,4,4,4,2,2,2,2,2,300,1,0,0,0,0,0,0,0,0,0,175.3333333,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6983,4222,1,3,0,5,3,5,5,3,3,3,3,3,3,5,5,5,1,5,5,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,2,2,1,1,500,1,0,0,0,0,0,0,0,0,0,229,1.526717557,0,0,1,0,453.6969697,201.0285714,1,0,0
6984,4222,1,3,0,4,4,5,4,4,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,1,3,4,4,4,4,3,3,5,4,3,3,4,2,2,300,1,0,0,0,0,0,0,0,0,0,171.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,1,0,0
6985,4222,1,3,0,3,2,5,5,5,2,4,4,4,2,4,4,5,3,3,5,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,3,650,0,0,1,0,0,0,0,0,0,0,179.3333333,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6986,4222,1,3,0,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,2,430,1,0,0,0,0,0,0,0,0,0,157.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,0,0,0
6987,4222,1,3,0,2,4,3,1,5,5,5,5,5,5,5,1,1,3,3,3,4,4,3,5,4,4,4,4,3,3,4,4,4,3,5,5,3,4,2,810,1,0,0,0,0,0,0,0,0,0,219.6666667,1.526717557,0,0,1,0,453.6969697,201.0285714,NA,0,0
6989,4175,2,3,0,4,3,5,4,4,5,4,3,4,4,5,4,3,1,3,3,5,5,5,5,5,5,4,4,5,4,5,5,5,5,2,2,2,2,2,500,1,0,0,0,0,0,0,0,0,0,217,2.955665025,0,0,1,0,539.2857143,195.1666667,1,0,0
6990,4175,2,3,0,5,3,4,5,4,3,3,4,3,4,4,3,3,2,3,4,3,3,3,3,3,3,3,4,4,3,3,3,4,3,5,3,4,2,3,500,1,0,0,0,0,0,0,0,0,0,197.6666667,2.955665025,0,0,1,0,539.2857143,195.1666667,0,0,0
6991,4177,2,3,0,4,4,4,5,5,4,4,4,4,3,4,3,3,4,2,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,508,1,0,0,0,0,0,0,0,0,0,290,4.615384615,0,0,1,0,341.6,192.6666667,0,0,0
6993,4176,1,3,0,5,4,3,5,3,3,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,700,0,1,0,0,0,0,0,0,0,0,157.3333333,3.06122449,0,0,1,0,391.25,168.8333333,0,0,0
6995,4177,2,3,0,3,3,3,4,3,3,3,3,3,3,3,1,1,3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,3,3,2,350,1,0,0,0,0,0,0,0,0,0,132,4.615384615,0,0,1,0,341.6,192.6666667,0,0,0
6996,4175,2,3,0,4,4,4,3,4,3,3,4,3,3,4,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2,400,1,0,0,0,0,0,0,0,0,0,202.3333333,2.955665025,0,0,1,0,539.2857143,195.1666667,1,0,0
6997,4175,2,3,0,4,4,4,4,3,4,4,4,4,4,4,3,3,2,4,3,4,3,4,4,3,3,2,2,3,3,4,3,3,4,3,2,3,3,1,200,1,0,0,0,0,0,0,0,0,0,139,2.955665025,0,0,1,0,539.2857143,195.1666667,0,0,0
6998,4175,2,3,0,4,3,3,4,3,3,3,3,3,3,2,4,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,500,1,0,0,0,0,0,0,0,0,0,233.6666667,2.955665025,0,0,1,0,539.2857143,195.1666667,0,0,0
7000,4176,2,3,0,3,3,4,4,4,4,3,3,4,4,5,5,4,3,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,400,0,0,0,0,1,0,0,0,0,0,175,3.06122449,0,0,1,0,391.25,168.8333333,0,0,0
7003,4176,1,3,0,5,5,4,5,4,4,4,4,4,4,4,3,4,2,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,350,0,0,0,0,0,1,0,0,0,0,175.6666667,3.06122449,0,0,1,0,391.25,168.8333333,0,0,0
7006,4175,2,3,0,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,340,1,0,0,0,0,0,0,0,0,0,178,2.955665025,0,0,1,0,539.2857143,195.1666667,0,0,0
7008,4177,2,3,0,4,4,4,5,4,4,4,4,4,4,4,2,3,3,1,4,2,1,3,2,1,3,2,3,3,3,3,4,4,3,4,4,3,4,3,450,1,0,0,0,0,0,0,0,0,0,200.3333333,4.615384615,0,0,1,0,341.6,192.6666667,1,0,0
7009,4175,2,3,0,5,5,4,4,4,4,4,5,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,2,3,3,4,4,4,3,2,700,1,0,0,0,0,0,0,0,0,0,204,2.955665025,0,0,1,0,539.2857143,195.1666667,0,0,0
7010,4179,1,3,0,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,2,2,2,2,3,3,3,2,3,3,2,2,2,3,2,560,0,0,0,0,0,0,1,0,0,0,207.6666667,3.365384615,0,0,1,0,372.8571429,204.625,0,0,0
7011,4178,1,3,0,4,3,3,4,3,4,4,4,4,4,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,170,0,1,0,0,0,0,0,0,0,0,156.6666667,4.761904762,0,0,1,0,364,219.2666667,0,0,0
7012,4178,1,3,0,4,4,3,4,5,4,4,2,4,3,5,4,4,3,3,5,3,2,3,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,2,500,0,0,0,1,0,0,0,0,0,0,281.6666667,4.761904762,0,0,1,0,364,219.2666667,0,0,0
7013,4179,1,3,0,4,3,4,4,4,4,4,5,4,4,4,3,4,4,4,4,3,3,3,3,4,3,3,4,3,3,4,2,3,3,3,3,3,3,2,500,1,0,0,0,0,0,0,0,0,0,270.6666667,3.365384615,0,0,1,0,372.8571429,204.625,0,0,0
7014,4179,1,3,0,3,3,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,4,3,3,3,3,3,4,2,3,3,3,3,3,3,3,250,1,0,0,0,0,0,0,0,0,0,191.6666667,3.365384615,0,0,1,0,372.8571429,204.625,0,0,0
7015,4178,1,3,0,5,5,5,5,4,4,4,4,4,4,5,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,200,1,0,0,0,0,0,0,0,0,0,192.3333333,4.761904762,0,0,1,0,364,219.2666667,0,0,0
7017,4177,2,3,0,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,3,4,3,4,4,3,3,2,100,1,0,0,0,0,0,0,0,0,0,185.3333333,4.615384615,0,0,1,0,341.6,192.6666667,0,0,0
7018,4176,2,3,0,4,3,3,3,3,4,4,4,3,2,4,2,2,3,3,2,2,2,2,3,2,3,4,4,3,3,4,4,4,4,4,4,3,4,4,190,0,1,0,0,0,0,0,0,0,0,150,3.06122449,0,0,1,0,391.25,168.8333333,0,0,0
7019,4175,2,3,0,5,4,4,4,5,4,4,2,3,2,3,4,4,4,5,4,4,4,3,3,3,3,4,3,4,3,4,4,3,3,4,4,4,1,1,1500,1,0,0,0,0,0,0,0,0,0,246.3333333,2.955665025,0,0,1,0,539.2857143,195.1666667,1,0,0
7021,4176,1,3,0,3,4,4,4,3,3,4,3,4,4,4,4,3,3,3,3,3,4,3,4,3,4,4,4,4,4,5,4,4,4,4,4,4,3,4,230,1,0,0,0,0,0,0,0,0,0,190.3333333,3.06122449,0,0,1,0,391.25,168.8333333,1,0,0
7022,4176,1,3,0,5,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,4,4,4,4,3,4,3,3,5,3,4,4,3,4,4,4,3,3,4,300,0,1,0,0,0,0,0,0,0,0,122.3333333,3.06122449,0,0,1,0,391.25,168.8333333,0,0,0
7023,4175,2,3,0,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,2,4,4,4,4,3,3,2,1000,0,0,0,1,0,0,0,0,0,0,208,2.955665025,0,0,1,0,539.2857143,195.1666667,0,0,0
7024,4175,2,3,0,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,1,310,0,0,0,0,0,0,0,1,0,0,183.6666667,2.955665025,0,0,1,0,539.2857143,195.1666667,0,0,0
7025,4175,2,3,0,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,150,1,0,0,0,0,0,0,0,0,0,141.3333333,2.955665025,0,0,1,0,539.2857143,195.1666667,0,0,0
7026,4175,2,3,0,5,3,3,5,3,4,3,3,3,3,2,3,3,2,3,3,4,3,4,3,3,2,4,4,4,4,4,4,4,4,2,2,3,2,2,700,1,0,0,0,0,0,0,0,0,0,209.3333333,2.955665025,0,0,1,0,539.2857143,195.1666667,0,0,0
